Firm.Name,City,State,Firm.Number,Registration.Date,Expires,Type of Business,Last.Updated,Board Order
GARBER SANCHEZ CPA AND ADVISORS LLC,FEDERAL WAY,WA,6081,08/06/2014,06/30/2023,Limited Liability Company,,
JOHNSON LAMBERT LLP,Raleigh,NC,47973,08/13/2014,06/30/2026,Limited Liability Partnership,,
"FORDHAM GOODFELLOW, LLP",HILLSBORO,OR,6083,08/13/2014,06/30/2023,Limited Liability Partnership,,
"LTSP, INC.",NEWPORT BEACH,CA,47972,08/13/2014,06/30/2020,Professional Corporation,,
SNOHOMISH CPA,Bellingham,WA,47974,08/18/2014,06/30/2026,P.S. Corporation,,
"JERRY K FOOTE, CPA LLC",Mukilteo,WA,6087,08/19/2014,06/30/2026,Limited Liability Company,,
RUSSELL TAX AND ACCOUNTING FIRM,DEER PARK,WA,6091,09/02/2014,06/30/2023,Sole Proprietorship,,
CHITALEY ASSOCIATES,UNIVERSITY PLACE,WA,6092,09/04/2014,06/30/2023,Sole Proprietorship,,
"KENT C. HENDRICKS, CPA",Bothell,WA,3136,03/14/1994,06/30/2027,Sole Proprietorship,,
FORENSIC ACCOUNTING CONSULTING,QUILCENE,WA,3147,03/30/1994,06/30/2027,Sole Proprietorship,,
"MAURVENE CLARK, CPA",Asheboro,NC,1564,02/26/1988,01/06/2024,Sole Proprietorship,,
PATRICIA A. COVENTRY CPA PS,Sumner,WA,48503,07/16/2019,06/30/2028,P.S. Corporation,,
KAROL A MCLUEN CPA PLLC,Friday Harbor,WA,6618,07/16/2019,06/30/2028,Limited Liability Company,,
"JOYCE KIRANGI, CPA, LLC",Kent,WA,48504,07/19/2019,06/30/2028,Limited Liability Company,,
"TJH CPA, LLC",VANCOUVER,WA,6622,08/07/2019,06/30/2028,Limited Liability Company,,
"MARK D. SATTERLEE, CPA",Milton,WA,2819,08/24/1992,06/30/2027,Sole Proprietorship,,
"RAGAN & BROWN, CPAS, PS",Longview,WA,1586,06/02/1988,06/30/2027,P.S. Corporation,,
"WELDON T. BURTON, CPA",Ridgefield,WA,2584,06/10/1991,06/30/2028,Sole Proprietorship,,
PATRICIA J. WORGER,Vancouver,WA,2933,03/03/1993,06/30/2028,Sole Proprietorship,,
VARGAS & ASSOCIATES PS,Walla Walla,WA,5943,11/26/2013,06/30/2025,Professional Corporation,,
"MARK W. BACON, PC",Greer,SC,5942,11/26/2013,06/30/2022,Professional Corporation,,
MYERS AND STAUFFER LC,Kansas City,MO,47841,12/13/2013,06/30/2028,Limited Liability Company,,
PISSARA VANARNAM CPA LLC,Redmond,WA,6449,08/25/2017,06/30/2026,Limited Liability Company,,
ARGONNE TAX ASSOCIATES LLC,Spokane Valley,WA,48580,12/21/2020,06/30/2026,Limited Liability Company,,
"THU HUA, CPA",TACOMA,WA,48581,01/04/2021,08/23/2021,Sole Proprietorship,,
ERIN SCHLICHTING CPA LLC,Bellingham,WA,48582,01/04/2021,06/30/2027,Limited Liability Company,,
TK & Associates,Seattle,WA,52082,04/25/2022,06/30/2025,Sole Proprietorship,,
"Bell & Bell, PLLC",Puyallup,WA,50353,06/11/2021,06/30/2027,Limited Liability Company,,
"Fellner & Kuhn, LLP",Portland,OR,50806,08/31/2021,06/30/2027,Limited Liability Partnership,,
"ART CPA Solutions, LLC",Kirkland,WA,50408,06/22/2021,06/30/2027,Limited Liability Company,,
"Joseph R Hargrave CPA, PLLC",Liberty Lake,WA,50768,08/26/2021,06/30/2027,Limited Liability Company,,
"Christy Upton CPA, PS.",Tumwater,WA,50876,09/14/2021,06/30/2027,P.S. Corporation,,
Fordham & Associates PS,Vancouver,WA,50933,09/23/2021,10/05/2022,Corporation,,
Bill Schanzenbach CPA PLLC,Chewelah,WA,51128,12/23/2021,06/30/2027,Limited Liability Company,,
"SON & ASSOCIATES, P.S.",Bellevue,WA,51417,01/04/2022,06/30/2025,P.S. Corporation,,
"Deranleau CPA, PLLC",Kennewick,WA,52044,04/13/2022,06/30/2028,Limited Liability Company,,
"VIRGINIA R SMITH, CPA, PS",COVINGTON,WA,46221,07/20/2001,06/30/2025,P.S. Corporation,,
R PACHOLSKI CPA,Sequim,WA,6144,01/21/2015,06/30/2027,Sole Proprietorship,,
Weaver CPA Services LLC,Yakima,WA,53658,03/07/2023,06/30/2026,Limited Liability Company,,
"SHAW & COMPANY, LLP",Edmonds,WA,45959,04/30/1999,06/30/2028,Limited Liability Partnership,,
"LAURENCE G. HARRIS, CPA",Edmonds,WA,4564,07/07/2003,06/30/2027,Sole Proprietorship,,
"CHRISTENSEN CONSULTING, LLC",Lacey,WA,4746,09/29/2004,06/30/2028,Limited Liability Company,,
Front Leaning Rest PLLC,Spokane,WA,50446,07/09/2021,06/30/2027,Limited Liability Company,,
Scott Kingsbury CPA  PS,Federal Way,WA,50602,07/29/2021,06/30/2024,P.S. Corporation,,
STANFORD MUNKO & CO PLLC,Seattle,WA,50471,07/13/2021,06/30/2024,Limited Liability Company,,
"Andrew R. McAlister, PS",Seattle,WA,50484,07/13/2021,06/30/2027,Corporation,,
PwC US Tax LLP,Tampa,FL,53827,04/10/2023,06/30/2026,Limited Liability Partnership,,
PwC US Business Advisory LLP,Tampa,FL,53826,04/10/2023,06/30/2026,Limited Liability Partnership,,
"Tony Andrade, P.S.",Seattle,WA,53899,04/27/2023,06/30/2026,P.S. Corporation,,
"DARLENE G. JOHNSON, CPA",Woodland,WA,50467,07/13/2021,06/30/2027,Sole Proprietorship,,
"Thomas Neill, CPA",FREELAND,WA,50744,08/23/2021,06/30/2027,Sole Proprietorship,,
MITCH JOHNSON & ASSOCIATES CPA'S,Spokane Valley,WA,2127,02/15/1990,06/30/2027,Sole Proprietorship,,
"HAYDEN & ROSS, P.A.",Moscow,ID,3943,06/17/1998,06/30/2027,P.S. Corporation,,
"PRICEWATERHOUSECOOPERS, LLP",Tampa,FL,3947,11/18/1937,06/30/2027,Limited Liability Partnership,,
"PHILIP D. HINGSTON, INC., PC",Lynnwood,WA,3948,07/01/1998,06/30/2027,P.S. Corporation,,
"DOBSON HANKS CPA'S, PS",Kent,WA,3952,07/10/1998,06/30/2027,P.S. Corporation,,
"THOMAS M. JEANNET, CPA, PS",Vancouver,WA,4264,02/26/2001,06/30/2025,P.S. Corporation,,
"ALICE K. YIU, CPA",Lynnwood,WA,4267,03/13/2001,06/30/2028,Sole Proprietorship,,
"HANSEN, HUNTER & COMPANY P.C.",Portland,OR,4271,03/23/2001,06/30/2028,P.S. Corporation,,
"MORGAN SCHULTE, PS",Mercer Island,WA,4276,04/16/2001,06/30/2028,P.S. Corporation,,
"LISA M. SEARS, CPA",Orting,WA,46193,04/24/2001,06/30/2028,Sole Proprietorship,,
"MARCIA C. BRIGHTON, CPA",Vancouver,WA,4297,03/03/2001,06/30/2028,Sole Proprietorship,,
HOPE ADVISORY,EVERETT,WA,46276,01/24/2002,06/30/2020,Sole Proprietorship,,
FONDAHN CPA,Walla Walla,WA,48352,11/14/2017,06/30/2026,Sole Proprietorship,,
THE HALL OF TAX,Ferndale,WA,6465,11/14/2017,06/30/2026,Sole Proprietorship,,
"THE MITCHELL IRWIN GROUP, PS, INC.",EVERETT,WA,6552,10/25/2018,06/30/2027,P.S. Corporation,,
RIEKE & COMPANY P.S.,CHELAN,WA,6553,10/25/2018,06/30/2024,Professional Corporation,,
"MIKE HAVEMAN, CPA",Lynden,WA,6556,11/13/2018,07/01/2021,Sole Proprietorship,,
"RANDALL W. FABER, CPA, PS",Lynnwood,WA,5542,01/11/2011,06/30/2026,P.S. Corporation,,
WARREN N. ERICKSON CPA PS,ST MARIES,ID,5544,01/14/2011,03/08/2022,P.S. Corporation,,
RUTH L GERAGHTY CPA,Wenatchee,WA,5549,01/26/2011,04/29/2023,Sole Proprietorship,,
PH CPA LLC,Lynnwood,WA,52137,05/03/2022,06/30/2025,Limited Liability Company,,
WithumSmith+Brown,Princeton,NJ,52489,07/18/2022,06/30/2025,Professional Corporation,,
KirkpatrickPrice,Nashville,,56272,08/07/2024,06/30/2027,Corporation,,
"Render Compliance, LLC",Edmonds,WA,54653,09/14/2023,06/30/2026,Limited Liability Company,,
"StratIQ Consulting, LLC",Spokane,WA,56138,07/16/2024,06/30/2027,Limited Liability Company,,
Mindfully Smart Finance,Bellevue,WA,53034,11/04/2022,06/30/2028,Limited Liability Company,,
SHARON L FREECHTLE CPA LLC,Sammamish,WA,52131,05/02/2022,06/30/2028,Limited Liability Company,,
LAURALEE L JACKSON CPA PLLC,Redmond,WA,52198,05/13/2022,06/30/2025,Limited Liability Company,,
Wersen Nonprofit CPAs LLC,Bellingham,WA,52302,06/06/2022,06/30/2028,Limited Liability Company,,
Elizabeth Rider,Tacoma,WA,52293,06/06/2022,06/30/2028,Sole Proprietorship,,
"Augustedge, PLLC",Wenatchee,WA,52404,07/01/2022,06/30/2028,Limited Liability Company,,
"Apella Services, LLC",Olympia,WA,52354,06/23/2022,06/30/2025,Limited Liability Company,,
Castaneda CPA & Associates PS Corporation,Pasco,WA,52480,07/15/2022,06/30/2025,P.S. Corporation,,
Hastings Tax Services LLC,Kent,WA,53036,11/10/2022,06/30/2028,Limited Liability Company,,
TAKAGI P.C.,Bellevue,WA,55251,01/26/2024,06/30/2027,Professional Corporation,,
SCHMIDTKE & ASSOCIATES PLLC,Tacoma,WA,5278,05/11/2009,06/30/2027,Limited Liability Company,,
ALVIN'S TAX + FINANCIAL SOLUTIONS,KENT,WA,5287,05/27/2009,01/15/2020,Sole Proprietorship,,
D EDSON CLARK CPA PLLC,Redmond,WA,5289,05/28/2009,06/30/2027,Limited Liability Company,,
DON A CURTIS & ASSOCIATES PLLC,Kent,WA,47191,06/01/2009,10/04/2022,Limited Liability Company,,
SHERRI STITES,MOUNT VERNON,WA,47293,03/11/2010,06/30/2022,Sole Proprietorship,,
"MONTGOMERY LARSEN, CPA",Saint John,WA,5301,06/22/2009,06/30/2027,Sole Proprietorship,,
"BFBA, LLP",SACRAMENTO,CA,6222,08/12/2015,06/30/2021,Limited Liability Partnership,,
"PEDERSEN & ASSOCIATES, CPAS, LLC",Kirkland,WA,48108,08/13/2015,06/30/2027,Limited Liability Company,,
"PITCH CPA, LLC",Bothell,WA,6226,08/17/2015,06/30/2027,Limited Liability Company,,
"SCOTT A. DAVIS, CPA P.S.",Bellingham,WA,6263,12/17/2015,08/11/2022,P.S. Corporation,,
OLYMPIA CPA PLLC,OLYMPIA,WA,48151,12/18/2015,07/01/2021,Limited Liability Company,,
"STEVEN J. KESSLER, CPA, INC., P.S.",Seattle,WA,48152,12/21/2015,06/30/2027,P.S. Corporation,,
NEXTGEN ACCOUNTING PLLC,Black Diamond,WA,6268,12/21/2015,06/30/2027,Limited Liability Company,,
ACCESS ACCOUNTING AND TAX SERVICES PS,BELLEVUE,WA,6270,01/06/2016,06/30/2022,P.S. Corporation,,
"SilverLake CPA, LLC",Eatonville,WA,52213,05/17/2022,06/30/2028,Limited Liability Company,,
Counter Culture CPA,Vancouver,WA,55118,01/10/2024,06/30/2027,Limited Liability Company,,
Spencer Accounting PLLC,Bremerton,WA,55641,04/04/2024,06/30/2027,Limited Liability Company,,
Fagerland & Associates INC,Spokane,WA,55691,04/15/2024,06/30/2027,Corporation,,
"JODY K. TURNER, CPA",SEATTLE,WA,2701,01/29/1992,07/01/2021,Sole Proprietorship,,
"WM. PORTER & COMPANY, PS",Redmond,WA,1935,05/01/1989,06/30/2025,P.S. Corporation,,
"AESUN WILHELM, CPA",SNOHOMISH,WA,2707,02/04/1992,06/30/2024,Sole Proprietorship,,
"ROER & COMPANY, INC. PS",Seattle,WA,2326,06/11/1990,05/18/2023,P.S. Corporation,,
Robinson & Associates PLLC,Liberty Lake,WA,51744,02/17/2022,10/21/2024,Partnership,,
BRAULT & ASSOCIATES PLLC,East Wenatchee,WA,51802,03/08/2022,06/30/2025,Limited Liability Company,,
"Balance Accounting Group, LLC",Bellingham,WA,52884,10/03/2022,06/30/2025,Limited Liability Company,,
BOLES COMPANY,VANCOUVER,WA,5514,11/02/2010,06/30/2025,Corporation,,
"Dan Jordan, Certified Public Accountant",Lynden,WA,55069,01/03/2024,06/30/2027,Sole Proprietorship,,
"Thomas K Albinson, PC",Spokane,WA,56003,06/18/2024,06/30/2027,Professional Corporation,,
"WILLIAM H. BRATTON, CPA",KENT,WA,1661,07/15/1988,07/01/2021,Sole Proprietorship,,
"JEFFREY M. WILSON, PS",Tukwila,WA,3745,07/14/1997,06/30/2025,P.S. Corporation,,
"ERIC D. NICHOLSON, CPA, PS",SEATTLE,WA,5621,07/18/2011,06/30/2023,Corporation,,
"GLENN A. WATTUM, CPA, PS",Seattle,WA,5620,07/18/2011,06/30/2026,Corporation,,
"JEFFREY D. GREEN, CPA, PS",SEATTLE,WA,47517,07/18/2011,06/30/2020,P.S. Corporation,,
"KELLI J. FRANCO, PS",Seattle,WA,5624,07/18/2011,06/30/2026,P.S. Corporation,,
"JEFFREY W. BROWN, CPA, PS",Seattle,WA,5626,07/18/2011,06/30/2026,P.S. Corporation,,
"KURT L. LIPPMANN, CPA PS",Seattle,WA,47522,07/18/2011,06/30/2026,P.S. Corporation,,
"THOMAS E. SANGER, CPA PS",Seattle,WA,5648,07/18/2011,06/30/2026,Corporation,,
HANLIN MOSS YI PS,Seattle,WA,4229,11/27/2000,06/30/2027,P.S. Corporation,,
"JAN K. WOODFORD, CPA",KENNEWICK,WA,46142,12/04/2000,08/17/2020,Sole Proprietorship,,
"STEVEN L. WHITE, CPA",Seattle,WA,4238,01/04/2001,06/30/2028,Sole Proprietorship,,
"PAUL E. GUION, CPA, PS",Seattle,WA,4241,01/10/2001,06/30/2028,P.S. Corporation,,
TAX ADVISORS PLLC,Vancouver,WA,4247,01/16/2000,06/30/2028,Limited Liability Company,,
"CARY A. SNYDER, CPA, PS",Spokane,WA,4248,02/09/2000,01/14/2025,P.S. Corporation,,
Danta CPA & Associates PS,Arlington,WA,4251,02/02/2001,06/30/2028,P.S. Corporation,,
"CHERI R. BURNHAM, P.S.",Seattle,WA,5608,07/18/2011,06/30/2026,P.S. Corporation,,
"GALE E. SMITH, CPA",Bellevue,WA,5189,10/08/2008,06/30/2026,Sole Proprietorship,,
"JE TAX SERVICES, INC",Kirkland,WA,5399,03/11/2010,06/30/2028,Professional Corporation,,
THOMAS BYRNE CPA PLLC,KENT,WA,47265,01/28/2010,01/07/2022,Limited Liability Company,,
ROBERTA C. HODGSON,Mountlake Terrace,WA,5377,02/09/2010,06/30/2028,Sole Proprietorship,,
ROSA MARIA CRUZ CPA PLLC,Chelan,,5376,02/09/2010,06/30/2028,Limited Liability Company,,
PARKS ASSOCIATES PLLC,Spokane,WA,5380,02/16/2010,06/30/2025,Limited Liability Company,,
"HAYDEN CONSULTING AND ADVISORY, PLLC",Kirkland,WA,47273,02/09/2010,06/30/2028,Limited Liability Company,,
IL KOOK CHUNG CPA,BELLEVUE,WA,48492,05/24/2019,03/28/2020,Sole Proprietorship,,
"ERIC S. BROSVIK, CPA",Spokane Valley,WA,5734,03/19/2012,06/30/2027,Sole Proprietorship,,
"TRINA D. HOEKSTRA, CPA, P.S.",Mount Vernon,WA,5731,03/19/2012,06/30/2027,Professional Corporation,,
PROPP CHRISTENSEN CANIGLIA LLP,Roseville,CA,5737,03/28/2012,06/30/2027,Limited Liability Partnership,,
"THOMAS J. FARMER, CPA, LLC",Lake Stevens,WA,47636,05/02/2012,06/30/2027,Limited Liability Company,,
NORTHWEST ACCOUNTING & CONSULTING LLC,Lacey,WA,48435,10/23/2018,04/26/2021,Limited Liability Company,,
THE DIAS GROUP PLLC,Bellevue,WA,48438,11/01/2018,06/30/2027,Limited Liability Company,,
POULSBO CPA PLLC,KINGSTON,WA,6555,11/09/2018,07/01/2021,Limited Liability Company,,
"KATE HEMMINGER, CPA",Sumner,WA,6557,11/13/2018,06/30/2027,Sole Proprietorship,,
AHZZMA CPA LLP,TACOMA,WA,48445,11/16/2018,06/30/2027,Limited Liability Partnership,,
"SABEY CPA, PLLC",AIKEN,SC,6558,11/14/2018,06/30/2024,Limited Liability Company,,
"TIM BECK, CPA, PLLC",Spokane Valley,WA,6560,11/16/2018,06/30/2027,Limited Liability Company,,
"ELIZABETH A NICHOLSON, CPA",FRIDAY HARBOR,WA,6188,05/08/2015,07/01/2021,Sole Proprietorship,,
"THE AMERICAN AUDITORS GROUP, LLC",Spokane,WA,6225,08/17/2015,06/30/2027,Limited Liability Company,,
"LIGHTHOUSE ASSOCIATES, PLLC",Sammamish,WA,6231,09/22/2015,06/30/2027,Limited Liability Company,,
KAVADIAS GROUP PLLC,Spokane,WA,48117,09/22/2015,06/30/2024,Limited Liability Company,,
"DOEREN MAYHEW & CO., P.C.",TROY,MI,48119,09/25/2015,06/30/2024,Corporation,,
"OOSTRA ROUW & ASSOCIATES, INC",MOUNT VERNON,WA,6236,10/05/2015,06/30/2027,Corporation,,
LAKE STEVENS TAX SERVICE,Lake Stevens,WA,6606,05/13/2019,06/30/2025,Limited Liability Company,,
"DESJARDINS CPA, LLC",SEATTLE,WA,6605,05/09/2019,06/30/2022,Limited Liability Company,,
ALTUM LLP,Bellevue,WA,48491,05/24/2019,09/27/2022,Limited Liability Partnership,,
"RACHEL PAYNE, CPA",Cheney,WA,6609,06/07/2019,06/30/2025,Sole Proprietorship,,
THOMAS WU LLC,Sammamish,WA,6610,06/25/2019,06/30/2025,Limited Liability Company,,
"SCHELLMAN & COMPANY, LLC",Tampa,FL,6623,08/09/2019,06/30/2025,Limited Liability Company,,
"KRISTINE T. NELSON, PLLC",Duvall,WA,5271,04/01/2009,06/30/2027,Sole Proprietorship,,
"Michael A. Hurst, P.S.",Seattle,WA,53907,04/27/2023,06/30/2026,P.S. Corporation,,
"Kevin J. Jacobs, P.S.",Seattle,WA,53908,04/27/2023,06/30/2026,P.S. Corporation,,
"Hanna Keyes Nowlin, P.S.",Seattle,WA,53910,04/27/2023,06/30/2026,P.S. Corporation,,
"Jared S. James, P.S.",Seattle,WA,53909,04/27/2023,06/30/2026,P.S. Corporation,,
"Phillip R. Knudson, P.S.",Seattle,WA,53911,04/27/2023,06/30/2026,P.S. Corporation,,
"Tan M. Le, P.S.",Seattle,WA,53913,04/27/2023,06/30/2026,P.S. Corporation,,
"Robert E. Luman, P.S.",Seattle,WA,53914,04/27/2023,06/30/2026,P.S. Corporation,,
"Kellie P. McKenna, P.S.",Seattle,WA,53915,04/27/2023,06/30/2026,P.S. Corporation,,
"CHERYL K. WOODS, CPA, P.C.",Centerville,WA,4000,02/01/1999,06/30/2025,P.S. Corporation,,
"JEFFREY A. MAY, P.C.",Edmonds,WA,4020,02/24/1999,06/30/2025,P.S. Corporation,,
"MICKI A. HAZEN, CPA, MS TAX",Everett,WA,4480,12/05/2002,06/30/2023,Sole Proprietorship,,
"ERIC LONG, CPA PS CORPORATION",BELLEVUE,WA,4481,01/13/2003,06/30/2024,P.S. Corporation,,
JOANN LEE & ASSOCIATES,RENTON,WA,4483,01/13/2003,06/30/2027,Sole Proprietorship,,
"TRICIA BARAN, CPA",Lynnwood,WA,4591,08/28/2003,06/30/2027,Sole Proprietorship,,
SEATTLE TAX AND ACCOUNTING LLC,Kent,WA,6547,10/09/2018,05/10/2021,Limited Liability Company,,
"JARBOE ACCOUNTING SOLUTIONS, PLLC",LYNNWOOD,WA,6548,10/19/2018,07/01/2021,Limited Liability Company,,
"GERALD W. HARDY, CPA, P.S.",FIRCREST,WA,6550,10/22/2018,07/01/2021,P.S. Corporation,,
Starr & Leaf CPA Group PLLC,Kent,WA,6549,10/22/2018,06/30/2027,Limited Liability Company,,
"LESLIE L. KASTELLE, CPA, PLLC",Mill Creek,WA,6164,03/02/2015,06/30/2027,Limited Liability Company,,
"MARK J. WESTERHEIDE CPA, PLLC",Maryville,TN,6163,03/02/2015,06/30/2027,Limited Liability Company,,
"BRADY, MARTZ & ASSOCIATES, P.C.",Grand Forks,ND,6166,03/16/2015,06/30/2027,Professional Corporation,,
"SCHILD & CO., INC.",Fountain Valley,CA,48060,04/15/2015,06/30/2027,Professional Corporation,,
"LIGHTHEART, SANDERS AND ASSOCAITES",MADISON,MS,48065,04/24/2015,06/30/2027,Corporation,,
TAXES BY RADHA,Sammamish,WA,6186,05/05/2015,06/30/2027,Sole Proprietorship,,
"HEIDI L MASTERSON, CPA",SEATTLE,WA,6177,04/22/2015,06/30/2027,Sole Proprietorship,,
TOM NICHOLAS CPA INC PS,Centralia,WA,6178,04/24/2015,06/30/2027,P.S. Corporation,,
"DIETZEN & LAKEY, P.L.L.C.",Yakima,WA,3995,01/25/1999,06/30/2028,Limited Liability Company,,
JOHN M. HOFFMAN CPA,Mercer Island,WA,5186,10/03/2008,02/03/2024,Sole Proprietorship,,
"KAREN E. NELSON, CPA",Sandpoint,ID,47087,10/03/2008,06/30/2023,Sole Proprietorship,,
"HERSMAN SERLES ALMOND, PLLC",KIRKLAND,WA,5340,11/03/2009,07/01/2021,Limited Liability Company,,
"LAUKA MCGUIRE, P.C.",Portland,OR,5348,11/18/2009,06/30/2027,P.S. Corporation,,
POWERS ACCOUNTING,VANCOUVER,WA,5341,11/10/2009,07/01/2021,Sole Proprietorship,,
FREDRICK M FRANK PS,Seattle,WA,6030,04/29/2014,06/30/2026,P.S. Corporation,,
"JEROME A. HOWE, CPA",East Wenatchee,WA,5059,04/19/2007,06/30/2026,Sole Proprietorship,,
BETH A BROWN CPA'S PC,Port Hadlock,WA,5060,04/19/2007,06/30/2025,P.S. Corporation,,
"MICHAEL WHITESIDE, CPA APC",Nine Mile Falls,WA,5072,05/14/2007,06/30/2025,P.S. Corporation,,
"TRANER SMITH & CO., PLLC",EDMONDS,WA,5064,05/10/2007,06/30/2022,Limited Liability Company,,
"WEINSTEIN & SCHWAB, PLLC",Wenatchee,WA,5067,05/10/2007,06/30/2025,Limited Liability Company,,
"Olympic Tax & Business Consulting, LLC",Belfair,WA,54814,10/27/2023,06/30/2026,Limited Liability Company,,
Advantage Partners,Seattle,WA,53359,01/17/2023,06/30/2026,Limited Liability Company,,
CHAD PARTRIDGE ACCOUNTING PLLC,Lynnwood,WA,53358,01/17/2023,06/30/2026,Limited Liability Company,,
"The Sheriff CPA Services, LLC",Renton,WA,53719,03/15/2023,06/30/2026,Limited Liability Company,,
PwC US Group LLP,Tampa,FL,53825,04/10/2023,06/30/2026,Limited Liability Partnership,,
SUM16,Pullman,WA,56263,08/05/2024,06/30/2027,Limited Liability Company,,
"HODDER & COMPANY, PLLC",Tacoma,WA,4222,11/06/2000,06/30/2027,Limited Liability Company,,
COX & LUCY CPA'S PS,Gig Harbor,WA,5509,10/22/2010,06/30/2025,P.S. Corporation,,
"DUNCAN WITT CPA GROUP, PLLC",Mill Creek,WA,5503,10/12/2010,06/30/2025,Limited Liability Company,,
EISNERAMPER LLP,New York,NY,47399,10/12/2010,06/30/2028,Limited Liability Partnership,,
DAVID GREEN CPA PLLC,Spokane,WA,5505,10/14/2010,06/30/2028,Limited Liability Company,,
"OSWALT-JISA CPA'S, PLLC",Kennewick,WA,5534,01/04/2011,06/30/2026,Limited Liability Company,,
"BRADLEY W. ORSER, CPA, INC., P.S.",Bremerton,WA,5893,06/10/2013,06/30/2028,P.S. Corporation,,
MEYER & COMPANY CPAS PS,Sequim,WA,5928,10/08/2013,06/30/2025,Corporation,,
"Michael R Lemm, CPA, PS",Walla Walla,WA,50504,07/15/2021,06/30/2024,P.S. Corporation,,
THU HUA CPA,UNIVERSITY PLACE,WA,50745,08/23/2021,06/30/2024,Limited Liability Company,,
Northwest Accountancy Inc.,Edmonds,WA,55520,03/06/2024,06/30/2027,Corporation,,
Clarke Whitney CPA Group LLC,Bremerton,WA,53039,12/08/2022,06/30/2025,Limited Liability Company,,
F A BIDDLE AND ASSOCIATES,FOX ISLAND,WA,46257,01/03/2002,06/30/2020,Sole Proprietorship,,
"JUSTIN C. LO, CPA, PS",Shoreline,WA,46231,09/14/2001,03/05/2024,P.S. Corporation,,
"PAMELA K. WILCUT, P.S.",Kirkland,WA,4374,02/19/2002,06/30/2026,P.S. Corporation,,
"JOHN J. LEE, CPA, P.S.",Sedro Woolley,WA,46288,03/13/2002,08/05/2021,P.S. Corporation,,
SCHELERT AND COMPANY INC PS,Zillah,WA,4568,07/07/2003,06/30/2027,P.S. Corporation,,
BATTERSHELL & NICHOLS P.S.,Federal Way,WA,5330,10/20/2009,06/30/2027,P.S. Corporation,,
HUDDLESTON TAX CPAS PS,KENMORE,WA,5381,02/18/2010,06/30/2025,Professional Corporation,,
"DENICE E. RASCH, P.S.",Edmonds,WA,5333,10/29/2009,06/30/2027,P.S. Corporation,,
"XUAN HU, CPA, MPA",Seattle,WA,5336,11/03/2009,06/30/2027,Sole Proprietorship,,
NICHOLAS KNAPTON PS,Spokane,WA,5334,10/29/2009,12/26/2024,P.S. Corporation,,
"DANIEL M. GILL, CPA/PS",University Place,WA,47389,09/27/2010,10/06/2022,P.S. Corporation,,
"C & L PROFESSIONAL SERVICES GROUP INC., P.S.",Gig Harbor,WA,47393,10/01/2010,06/30/2025,P.S. Corporation,,
BUSINESS RESOURCE CENTER INC,Chehalis,WA,5497,10/01/2010,06/30/2028,Corporation,,
CAROL GOBLE TERRELL CPA PLLC,VANCOUVER,WA,5496,10/01/2010,06/30/2022,Limited Liability Company,,
"MARY BENCKERT REIS, LLC",SAMMAMISH,WA,5724,02/16/2012,06/30/2027,Limited Liability Company,,
"ELIZABETH J. DUXBURY, CPA",Snoqualmie,WA,6064,07/02/2014,06/30/2026,Sole Proprietorship,,
"RANDOLPH V. GLEIN, LLC",PORT ORCHARD,WA,6066,07/03/2014,03/08/2022,Limited Liability Company,,
"RYLAN WIRKKALA, CPA",PORTLAND,OR,48189,07/08/2014,06/30/2020,Sole Proprietorship,,
"ROSE GRENNAN, CPA",Des Moines,WA,47962,07/22/2014,06/30/2026,Sole Proprietorship,,
WENDY J SALGADO CPA,Redding,CA,47960,07/17/2014,06/30/2026,Sole Proprietorship,,
"MICHAEL A. MCARDEL, CPA, PS",Kent,WA,4315,08/03/2001,06/30/2028,P.S. Corporation,,
"DONALD G. WATTS, CPA",EVERETT,WA,4314,08/03/2001,06/14/2022,Sole Proprietorship,,
"POWERS' PUBLIC ACCOUNTING PS, INC",PUYALLUP,WA,4349,01/03/2002,06/30/2026,P.S. Corporation,,
MILLER & ASSOCIATES,Rollingbay,WA,4317,08/03/2001,06/30/2025,Limited Liability Company,,
"MERINA & COMPANY, LLP",Tualatin,OR,4320,08/31/2001,06/30/2028,Limited Liability Partnership,,
"CAMERON JOHNSTON, CPA, INC, PS",Everett,WA,5075,06/12/2007,06/30/2025,P.S. Corporation,,
"JOHN R. MORTON, CPA PS",Southlake,TX,5046,03/05/2007,06/30/2028,P.S. Corporation,,
DON ANDERSON CPA,CARNATION,WA,5050,03/08/2007,07/14/2021,Sole Proprietorship,,
"EVERED & ASSOCIATES, PLLC",Stanwood,WA,5053,03/22/2007,06/30/2028,Limited Liability Company,,
"MICHELLE B. NELSON, INC. P.S.",Federal Way,WA,5054,03/22/2007,06/30/2028,P.S. Corporation,,
"MCGOORTY EISENMAN, INC. PS",Everett,WA,5080,06/12/2007,06/30/2028,P.S. Corporation,,
JANE GRAY CPA,White Salmon,WA,5123,12/11/2007,06/30/2025,Sole Proprietorship,,
"HENRY WOOD, CPA",Moville,IA,5315,08/07/2009,06/30/2027,Sole Proprietorship,,
"THOMAS SWANSON & ASSOCIATES, CPAS, PLLC",Bellevue,WA,48232,09/26/2016,06/30/2025,Limited Liability Company,,
"CBS TAX & ACCOUNTING, LLC",DUVALL,WA,6571,12/21/2018,06/30/2024,Limited Liability Company,,
DEBORAH S LARSEN CPA PLLC,Monroe,WA,48456,01/03/2019,06/30/2025,Limited Liability Company,,
